mag_1,x_1,y_1,z_1,mag_2,x_2,y_2,z_2,mag_3,x_3,y_3,z_3,mag_4,x_4,y_4,z_4,avg_mag,max_mag,min_mag,range_mag,std_mag,left_right_diff,top_bottom_diff,diag1_diff,diag2_diff,diff_12,diff_13,diff_14,diff_23,diff_24,diff_34,norm_mag_1,norm_mag_2,norm_mag_3,norm_mag_4,strongest_sensor,rssi,label
4447.627907098345,2087.0,1135.0,-3760.0,2529.571900539694,195.0,-2522.0,15.0,4611.125350714292,-2180.0,-1266.0,-3861.0,0.0,0.0,0.0,0.0,2897.0812895880827,4611.125350714292,0.0,4611.125350714292,1862.1415766580835,3264.590678636472,1183.0372284618734,4447.627907098345,-2081.553450174598,1918.0560065586503,163.4974436159473,4447.627907098345,2081.553450174598,2529.571900539694,4611.125350714292,0.3838024776076204,0.2182862377413094,0.3979112846510702,0.0,3,-49,knife
1928.003371366347,1052.0,837.0,-1382.0,5014.816247879876,-1667.0,-4727.0,-158.0,9738.710438245918,-1188.0,-1161.0,-9596.0,0.0,0.0,0.0,0.0,4170.382514373036,9738.710438245918,0.0,9738.710438245918,3678.984191840411,3325.9487808661947,-1397.9454094998478,1928.003371366347,-4723.8941903660425,3086.812876513529,7810.707066879571,1928.003371366347,4723.8941903660425,5014.816247879876,9738.710438245918,0.1155771301985831,0.3006208801348879,0.5838019896665289,0.0,3,-49,knife
6567.2482060601305,3075.0,182.0,-5800.0,2134.137062140105,611.0,-1962.0,576.0,3480.8486034299167,-1985.0,-2081.0,-1961.0,0.0,0.0,0.0,0.0,3045.558467907538,6567.2482060601305,0.0,6567.2482060601305,2382.115208917631,3956.979873674971,2610.26833238516,6567.2482060601305,-1346.7115412898115,4433.111143920025,3086.399602630214,6567.2482060601305,1346.7115412898115,2134.137062140105,3480.8486034299167,0.5390840690847237,0.1751843778923058,0.2857315530229704,0.0,1,-49,knife
17308.06592314693,5941.0,9652.0,-13081.0,2195.4302539593464,1187.0,-1823.0,296.0,3104.4593732242656,-2408.0,-1952.0,-170.0,0.0,0.0,0.0,0.0,5651.988887582635,17308.06592314693,0.0,17308.06592314693,6823.613677124636,9108.547521205925,8199.518401941004,17308.06592314693,-909.0291192649192,15112.635669187584,14203.606549922664,17308.06592314693,909.0291192649192,2195.4302539593464,3104.4593732242656,0.7655741309564755,0.0971087478065768,0.1373171212369478,0.0,1,-50,knife
2116.122397216191,2030.0,385.0,457.0,6499.063778729979,3325.0,-5578.0,-261.0,10118.58236118084,-9325.0,-1822.0,-3480.0,0.0,0.0,0.0,0.0,4683.442134281752,10118.58236118084,0.0,10118.58236118084,3916.7266977457575,2867.8204898335257,-751.6980926173346,2116.122397216191,-3619.51858245086,4382.941381513789,8002.459963964648,2116.122397216191,3619.51858245086,6499.063778729979,10118.58236118084,0.1129576461363025,0.3469170533333956,0.5401253005303018,0.0,3,-50,knife
2255.886078683939,1913.0,627.0,-1018.0,4287.386383334257,471.0,-4200.0,-721.0,6487.497129093777,-3113.0,-531.0,-5667.0,0.0,0.0,0.0,0.0,3257.6923977779934,6487.497129093777,0.0,6487.497129093777,2403.543424084422,2227.99841222173,27.88766646220938,2255.886078683939,-2200.110745759521,2031.5003046503173,4231.611050409838,2255.886078683939,2200.110745759521,4287.386383334257,6487.497129093777,0.1731199422191175,0.3290201974147864,0.497859860366096,0.0,3,-48,knife
2817.2924945770187,2242.0,477.0,-1638.0,3629.367713528074,1081.0,-3343.0,910.0,4572.67197598953,-3726.0,-2643.0,-202.0,0.0,0.0,0.0,0.0,2754.833046023656,4572.67197598953,0.0,4572.67197598953,1707.5095573776523,1880.2983785192373,936.9941160577814,2817.2924945770187,-943.3042624614563,812.0752189510554,1755.3794814125115,2817.2924945770187,943.3042624614563,3629.367713528074,4572.67197598953,0.2556681700406053,0.3293636722166092,0.4149681577427855,0.0,3,-48,knife
831.8377245593036,81.0,617.0,552.0,4304.126159861024,3102.0,1693.0,2457.0,2776.7954551965117,-1820.0,-2097.0,28.0,0.0,0.0,0.0,0.0,1978.1898349042096,4304.126159861024,0.0,4304.126159861024,1678.921447561397,-347.74649005260426,1179.584214611908,831.8377245593036,1527.3307046645125,3472.28843530172,1944.9577306372075,831.8377245593036,1527.3307046645125,4304.126159861024,2776.7954551965117,0.1051261246370199,0.5439475630595184,0.3509263123034616,0.0,2,-44,knife
670.6877067607546,98.0,647.0,147.0,5283.963474514183,-3211.0,2615.0,3282.0,3869.5506199040738,-233.0,-3278.0,2043.0,0.0,0.0,0.0,0.0,2456.050450294753,5283.963474514183,0.0,5283.963474514183,2191.733260596951,-371.8625739246773,1042.550280685432,670.6877067607546,1414.4128546101092,4613.275767753428,3198.862913143319,670.6877067607546,1414.4128546101092,5283.963474514183,3869.5506199040738,0.0682689261004659,0.5378516831647381,0.3938793907347959,0.0,2,-58,knife
741.6535579365881,200.0,595.0,395.0,9006.437364463265,3571.0,6832.0,4657.0,3850.679939958656,-1572.0,-3106.0,1646.0,0.0,0.0,0.0,0.0,3399.692715589628,9006.437364463265,0.0,9006.437364463265,3544.786938529145,-2207.0519332840104,2948.7054912205986,741.6535579365881,5155.757424504609,8264.783806526677,3109.026382022068,741.6535579365881,5155.757424504609,9006.437364463265,3850.679939958656,0.0545382788961824,0.6622978985103092,0.2831638225935084,0.0,2,-45,knife
